"","RegionID","RegionName","X2016.04","x_i","x.bar","e_i"
"132",394520,"Davenport, IL",105,4.65396035015752,4.74811812479718,-0.0941577746396582
"133",394972,"Peoria, IL",85,4.44265125649032,4.74811812479718,-0.305466868306865
"134",394875,"Montgomery, AL",64,4.15888308335967,4.74811812479718,-0.58923504143751
"135",395051,"Salisbury, MD",126,4.83628190695148,4.74811812479718,0.0881637821542967
"136",395146,"Tallahassee, FL",99,4.59511985013459,4.74811812479718,-0.152998274662592
"137",395164,"Trenton, NJ",146,4.98360662170834,4.74811812479718,0.235488496911155
"138",394589,"Fayetteville, NC",77,4.34380542185368,4.74811812479718,-0.404312702943497
"139",394679,"Hickory, NC",78,4.35670882668959,4.74811812479718,-0.39140929810759
"140",394697,"Huntington, WV",61,4.11087386417331,4.74811812479718,-0.63724426062387
"141",394576,"Eugene, OR",159,5.06890420222023,4.74811812479718,0.32078607742305
"142",395033,"Rockford, IL",74,4.30406509320417,4.74811812479718,-0.444053031593011
"143",395070,"Savannah, GA",99,4.59511985013459,4.74811812479718,-0.152998274662592
"144",394332,"Ann Arbor, MI",166,5.11198778835654,4.74811812479718,0.363869663559362
"145",394927,"Ocala, FL",75,4.31748811353631,4.74811812479718,-0.430630011260871
"146",394732,"Kalamazoo, MI",85,4.44265125649032,4.74811812479718,-0.305466868306865
"147",394901,"Naples, FL",200,5.29831736654804,4.74811812479718,0.550199241750855
"148",395107,"South Bend, IN",70,4.24849524204936,4.74811812479718,-0.499622882747822
"149",395109,"Spartanburg, SC",74,4.30406509320417,4.74811812479718,-0.444053031593011
"150",394579,"Evansville, IN",77,4.34380542185368,4.74811812479718,-0.404312702943497
"151",394747,"Kingsport, TN",77,4.34380542185368,4.74811812479718,-0.404312702943497
